"date","number of sims","sample size","chooser","chooser_params","prior.i","prior.j","prior.k","prior.l","power","ENS"
2024-07-17,100,128,"DBCD",4,100,100,10,1000,0.99009900990099,0.332147277227723
2024-07-17,100,256,"DBCD",4,100,100,10,1000,0.99009900990099,0.335086633663366
2024-07-17,100,512,"DBCD",4,100,100,10,1000,0.99009900990099,0.334506497524752
2024-07-17,100,2,"tw",1/2,100,100,10,1000,0,0.504950495049505
2024-07-17,100,4,"tw",1/2,100,100,10,1000,0,0.50990099009901
2024-07-17,100,8,"tw",1/2,100,100,10,1000,0,0.506188118811881
2024-07-17,100,16,"tw",1/2,100,100,10,1000,0,0.513613861386139
2024-07-17,100,32,"tw",1/2,100,100,10,1000,0,0.504022277227723
2024-07-17,100,64,"tw",1/2,100,100,10,1000,0,0.495204207920792
2024-07-17,100,128,"tw",1/2,100,100,10,1000,0,0.491878094059406
2024-07-17,100,256,"tw",1/2,100,100,10,1000,0,0.491259282178218
2024-07-17,100,512,"tw",1/2,100,100,10,1000,0,0.493212407178218
2024-07-17,100,2,"balanced",NA,100,100,10,1010,0,0.123762376237624
2024-07-17,100,4,"balanced",NA,100,100,10,1010,0,0.22029702970297
2024-07-17,100,8,"balanced",NA,100,100,10,1010,0.0891089108910891,0.23019801980198
2024-07-17,100,16,"balanced",NA,100,100,10,1010,0.405940594059406,0.23700495049505
2024-07-17,100,32,"balanced",NA,100,100,10,1010,0.861386138613862,0.242574257425743
2024-07-17,100,64,"balanced",NA,100,100,10,1010,0.99009900990099,0.245513613861386
2024-07-17,100,128,"balanced",NA,100,100,10,1010,0.99009900990099,0.251624381188119
2024-07-17,100,256,"balanced",NA,100,100,10,1010,0.99009900990099,0.250812190594059
2024-07-17,100,512,"balanced",NA,100,100,10,1010,0.99009900990099,0.25208849009901
2024-07-17,100,2,"thomper",NA,100,100,10,1010,0,0.47029702970297
2024-07-17,100,4,"thomper",NA,100,100,10,1010,0,0.472772277227723
2024-07-17,100,8,"thomper",NA,100,100,10,1010,0,0.517326732673267
2024-07-17,100,16,"thomper",NA,100,100,10,1010,0,0.514232673267327
2024-07-17,100,32,"thomper",NA,100,100,10,1010,0,0.508663366336634
2024-07-17,100,64,"thomper",NA,100,100,10,1010,0,0.498143564356436
2024-07-17,100,128,"thomper",NA,100,100,10,1010,0,0.501933787128713
2024-07-17,100,256,"thomper",NA,100,100,10,1010,0,0.499883972772277
2024-07-17,100,512,"thomper",NA,100,100,10,1010,0,0.500251392326733
2024-07-17,100,2,"DTL",0,100,100,10,1010,0,0.287128712871287
2024-07-17,100,4,"DTL",0,100,100,10,1010,0,0.27970297029703
2024-07-17,100,8,"DTL",0,100,100,10,1010,0.0297029702970297,0.29950495049505
2024-07-17,100,16,"DTL",0,100,100,10,1010,0.306930693069307,0.315594059405941
2024-07-17,100,32,"DTL",0,100,100,10,1010,0.851485148514852,0.317141089108911
2024-07-17,100,64,"DTL",0,100,100,10,1010,0.98019801980198,0.325495049504951
2024-07-17,100,128,"DTL",0,100,100,10,1010,0.99009900990099,0.326423267326733
2024-07-17,100,256,"DTL",0,100,100,10,1010,0.99009900990099,0.329130569306931
2024-07-17,100,512,"DTL",0,100,100,10,1010,0.99009900990099,0.327042079207921
2024-07-17,100,2,"DTL",2,100,100,10,1010,0,0.237623762376238
2024-07-17,100,4,"DTL",2,100,100,10,1010,0,0.242574257425743
2024-07-17,100,8,"DTL",2,100,100,10,1010,0.0396039603960396,0.25990099009901
2024-07-17,100,16,"DTL",2,100,100,10,1010,0.217821782178218,0.277227722772277
2024-07-17,100,32,"DTL",2,100,100,10,1010,0.841584158415842,0.296410891089109
2024-07-17,100,64,"DTL",2,100,100,10,1010,0.99009900990099,0.308787128712871
2024-07-17,100,128,"DTL",2,100,100,10,1010,0.99009900990099,0.324412128712871
2024-07-17,100,256,"DTL",2,100,100,10,1010,0.99009900990099,0.328279702970297
2024-07-17,100,512,"DTL",2,100,100,10,1010,0.99009900990099,0.337368502475248
2024-07-17,100,2,"DTL",6,100,100,10,1010,0,0.262376237623762
2024-07-17,100,4,"DTL",6,100,100,10,1010,0,0.267326732673267
2024-07-17,100,8,"DTL",6,100,100,10,1010,0.118811881188119,0.275990099009901
2024-07-17,100,16,"DTL",6,100,100,10,1010,0.287128712871287,0.296410891089109
2024-07-17,100,32,"DTL",6,100,100,10,1010,0.910891089108911,0.305693069306931
2024-07-17,100,64,"DTL",6,100,100,10,1010,0.99009900990099,0.318997524752475
2024-07-17,100,128,"DTL",6,100,100,10,1010,0.99009900990099,0.325030940594059
2024-07-17,100,256,"DTL",6,100,100,10,1010,0.99009900990099,0.32866646039604
2024-07-17,100,512,"DTL",6,100,100,10,1010,0.99009900990099,0.329091893564356
2024-07-17,100,2,"DBCD",0,100,100,10,1010,0,0.272277227722772
2024-07-17,100,4,"DBCD",0,100,100,10,1010,0,0.272277227722772
2024-07-17,100,8,"DBCD",0,100,100,10,1010,0.0099009900990099,0.301980198019802
2024-07-17,100,16,"DBCD",0,100,100,10,1010,0.118811881188119,0.316212871287129
2024-07-17,100,32,"DBCD",0,100,100,10,1010,0.792079207920792,0.327042079207921
2024-07-17,100,64,"DBCD",0,100,100,10,1010,0.99009900990099,0.321008663366337
2024-07-17,100,128,"DBCD",0,100,100,10,1010,0.99009900990099,0.322555693069307
2024-07-17,100,256,"DBCD",0,100,100,10,1010,0.99009900990099,0.327660891089109
2024-07-17,100,512,"DBCD",0,100,100,10,1010,0.99009900990099,0.327022741336634
2024-07-17,100,2,"DBCD",2,100,100,10,1010,0,0.282178217821782
2024-07-17,100,4,"DBCD",2,100,100,10,1010,0,0.24009900990099
2024-07-17,100,8,"DBCD",2,100,100,10,1010,0,0.309405940594059
2024-07-17,100,16,"DBCD",2,100,100,10,1010,0.0693069306930693,0.314356435643564
2024-07-17,100,32,"DBCD",2,100,100,10,1010,0.811881188118811,0.328279702970297
2024-07-17,100,64,"DBCD",2,100,100,10,1010,0.99009900990099,0.335550742574257
2024-07-17,100,128,"DBCD",2,100,100,10,1010,0.99009900990099,0.335860148514852
2024-07-17,100,256,"DBCD",2,100,100,10,1010,0.99009900990099,0.336904393564356
2024-07-17,100,512,"DBCD",2,100,100,10,1010,0.99009900990099,0.336053527227723
2024-07-17,100,2,"DBCD",4,100,100,10,1010,0,0.272277227722772
2024-07-17,100,4,"DBCD",4,100,100,10,1010,0,0.267326732673267
2024-07-17,100,8,"DBCD",4,100,100,10,1010,0,0.321782178217822
2024-07-17,100,16,"DBCD",4,100,100,10,1010,0.0693069306930693,0.323019801980198
2024-07-17,100,32,"DBCD",4,100,100,10,1010,0.881188118811881,0.332611386138614
2024-07-17,100,64,"DBCD",4,100,100,10,1010,0.99009900990099,0.336633663366337
2024-07-17,100,128,"DBCD",4,100,100,10,1010,0.99009900990099,0.335628094059406
2024-07-17,100,256,"DBCD",4,100,100,10,1010,0.99009900990099,0.334081064356436
2024-07-17,100,512,"DBCD",4,100,100,10,1010,0.99009900990099,0.331567141089109
2024-07-17,100,2,"tw",1/2,100,100,10,1010,0,0.47029702970297
2024-07-17,100,4,"tw",1/2,100,100,10,1010,0,0.448019801980198
2024-07-17,100,8,"tw",1/2,100,100,10,1010,0,0.478960396039604
2024-07-17,100,16,"tw",1/2,100,100,10,1010,0,0.493811881188119
2024-07-17,100,32,"tw",1/2,100,100,10,1010,0,0.493811881188119
2024-07-17,100,64,"tw",1/2,100,100,10,1010,0,0.493193069306931
2024-07-17,100,128,"tw",1/2,100,100,10,1010,0,0.498220915841584
2024-07-17,100,256,"tw",1/2,100,100,10,1010,0,0.497331373762376
2024-07-17,100,512,"tw",1/2,100,100,10,1010,0,0.498878403465347
2024-07-17,100,2,"balanced",NA,100,1,1,1,0,0.599009900990099
2024-07-17,100,4,"balanced",NA,100,1,1,1,0,0.658415841584158
2024-07-17,100,8,"balanced",NA,100,1,1,1,0.207920792079208,0.704207920792079
2024-07-17,100,16,"balanced",NA,100,1,1,1,0.415841584158416,0.712871287128713
2024-07-17,100,32,"balanced",NA,100,1,1,1,0.633663366336633,0.726175742574257
2024-07-17,100,64,"balanced",NA,100,1,1,1,0.782178217821782,0.729888613861386
2024-07-17,100,128,"balanced",NA,100,1,1,1,0.871287128712871,0.732441212871287
2024-07-17,100,256,"balanced",NA,100,1,1,1,0.95049504950495,0.732711943069307
2024-07-17,100,512,"balanced",NA,100,1,1,1,0.96039603960396,0.735013149752475
2024-07-17,100,2,"thomper",NA,100,1,1,1,0,0.985148514851485
2024-07-17,100,4,"thomper",NA,100,1,1,1,0,0.982673267326733
2024-07-17,100,8,"thomper",NA,100,1,1,1,0,0.975247524752475
2024-07-17,100,16,"thomper",NA,100,1,1,1,0,0.974009900990099
2024-07-17,100,32,"thomper",NA,100,1,1,1,0.108910891089109,0.976794554455445
2024-07-17,100,64,"thomper",NA,100,1,1,1,0.267326732673267,0.975092821782178
2024-07-17,100,128,"thomper",NA,100,1,1,1,0.495049504950495,0.975634282178218
2024-07-17,100,256,"thomper",NA,100,1,1,1,0.613861386138614,0.97710396039604
2024-07-17,100,512,"thomper",NA,100,1,1,1,0.821782178217822,0.979289139851485
2024-07-17,100,2,"DTL",0,100,1,1,1,0,0.732673267326733
2024-07-17,100,4,"DTL",0,100,1,1,1,0,0.782178217821782
2024-07-17,100,8,"DTL",0,100,1,1,1,0.108910891089109,0.783415841584158
2024-07-17,100,16,"DTL",0,100,1,1,1,0.386138613861386,0.80259900990099
2024-07-17,100,32,"DTL",0,100,1,1,1,0.613861386138614,0.806621287128713
2024-07-17,100,64,"DTL",0,100,1,1,1,0.782178217821782,0.825649752475248
2024-07-17,100,128,"DTL",0,100,1,1,1,0.881188118811881,0.846921410891089
2024-07-17,100,256,"DTL",0,100,1,1,1,0.900990099009901,0.871325804455445
2024-07-17,100,512,"DTL",0,100,1,1,1,0.900990099009901,0.891765934405941
2024-07-17,100,2,"DTL",2,100,1,1,1,0,0.772277227722772
2024-07-17,100,4,"DTL",2,100,1,1,1,0,0.752475247524752
2024-07-17,100,8,"DTL",2,100,1,1,1,0.168316831683168,0.766089108910891
2024-07-17,100,16,"DTL",2,100,1,1,1,0.455445544554456,0.778465346534653
2024-07-17,100,32,"DTL",2,100,1,1,1,0.673267326732673,0.791460396039604
2024-07-17,100,64,"DTL",2,100,1,1,1,0.811881188118812,0.814665841584158
2024-07-17,100,128,"DTL",2,100,1,1,1,0.900990099009901,0.841816212871287
2024-07-17,100,256,"DTL",2,100,1,1,1,0.940594059405941,0.864132116336634
2024-07-17,100,512,"DTL",2,100,1,1,1,0.97029702970297,0.886486695544554
2024-07-17,100,2,"DTL",6,100,1,1,1,0,0.732673267326733
2024-07-17,100,4,"DTL",6,100,1,1,1,0,0.745049504950495
2024-07-17,100,8,"DTL",6,100,1,1,1,0.108910891089109,0.774752475247525
2024-07-17,100,16,"DTL",6,100,1,1,1,0.425742574257426,0.773514851485149
2024-07-17,100,32,"DTL",6,100,1,1,1,0.633663366336634,0.793626237623762
2024-07-17,100,64,"DTL",6,100,1,1,1,0.841584158415842,0.816986386138614
2024-07-17,100,128,"DTL",6,100,1,1,1,0.900990099009901,0.843285891089109
2024-07-17,100,256,"DTL",6,100,1,1,1,0.910891089108911,0.867496905940594
2024-07-17,100,512,"DTL",6,100,1,1,1,0.940594059405941,0.890934405940594
2024-07-17,100,2,"DBCD",0,100,1,1,1,0,0.732673267326733
2024-07-17,100,4,"DBCD",0,100,1,1,1,0,0.725247524752475
2024-07-17,100,8,"DBCD",0,100,1,1,1,0.108910891089109,0.806930693069307
2024-07-17,100,16,"DBCD",0,100,1,1,1,0.455445544554456,0.866336633663366
2024-07-17,100,32,"DBCD",0,100,1,1,1,0.633663366336634,0.909653465346535
2024-07-17,100,64,"DBCD",0,100,1,1,1,0.762376237623763,0.93487004950495
2024-07-17,100,128,"DBCD",0,100,1,1,1,0.910891089108911,0.952042079207921
2024-07-17,100,256,"DBCD",0,100,1,1,1,0.930693069306931,0.96329672029703
2024-07-17,100,512,"DBCD",0,100,1,1,1,0.98019801980198,0.967493038366337
2024-07-17,100,2,"DBCD",2,100,1,1,1,0,0.772277227722772
2024-07-17,100,4,"DBCD",2,100,1,1,1,0,0.747524752475248
2024-07-17,100,8,"DBCD",2,100,1,1,1,0.0099009900990099,0.840346534653465
2024-07-17,100,16,"DBCD",2,100,1,1,1,0.376237623762376,0.899752475247525
2024-07-17,100,32,"DBCD",2,100,1,1,1,0.455445544554455,0.936881188118812
2024-07-17,100,64,"DBCD",2,100,1,1,1,0.782178217821782,0.956683168316832
2024-07-17,100,128,"DBCD",2,100,1,1,1,0.900990099009901,0.962948638613861
2024-07-17,100,256,"DBCD",2,100,1,1,1,0.910891089108911,0.967628403465347
2024-07-17,100,512,"DBCD",2,100,1,1,1,0.93069306930693,0.968691986386139
2024-07-17,100,2,"DBCD",4,100,1,1,1,0,0.772277227722773
2024-07-17,100,4,"DBCD",4,100,1,1,1,0,0.75
2024-07-17,100,8,"DBCD",4,100,1,1,1,0.0099009900990099,0.847772277227723
2024-07-17,100,16,"DBCD",4,100,1,1,1,0.336633663366337,0.902227722772277
2024-07-17,100,32,"DBCD",4,100,1,1,1,0.396039603960396,0.935334158415842
2024-07-17,100,64,"DBCD",4,100,1,1,1,0.722772277227723,0.955136138613861
2024-07-17,100,128,"DBCD",4,100,1,1,1,0.851485148514851,0.965965346534653
2024-07-17,100,256,"DBCD",4,100,1,1,1,0.92079207920792,0.970451732673267
2024-07-17,100,512,"DBCD",4,100,1,1,1,0.94059405940594,0.97265625
2024-07-17,100,2,"tw",1/2,100,1,1,1,0,0.96039603960396
2024-07-17,100,4,"tw",1/2,100,1,1,1,0,0.962871287128713
2024-07-17,100,8,"tw",1/2,100,1,1,1,0,0.961633663366337
2024-07-17,100,16,"tw",1/2,100,1,1,1,0.0099009900990099,0.966584158415842
2024-07-17,100,32,"tw",1/2,100,1,1,1,0.277227722772277,0.966893564356436
2024-07-17,100,64,"tw",1/2,100,1,1,1,0.495049504950495,0.969987623762376
2024-07-17,100,128,"tw",1/2,100,1,1,1,0.752475247524753,0.970683787128713
2024-07-17,100,256,"tw",1/2,100,1,1,1,0.841584158415842,0.974280631188119
2024-07-17,100,512,"tw",1/2,100,1,1,1,0.96039603960396,0.976891243811881
2024-07-17,100,2,"balanced",NA,100,1,100,100,0,0.623762376237624
2024-07-17,100,4,"balanced",NA,100,1,100,100,0,0.702970297029703
2024-07-17,100,8,"balanced",NA,100,1,100,100,0.0297029702970297,0.722772277227723
2024-07-17,100,16,"balanced",NA,100,1,100,100,0.227722772277228,0.732054455445544
2024-07-17,100,32,"balanced",NA,100,1,100,100,0.861386138613861,0.730507425742574
2024-07-17,100,64,"balanced",NA,100,1,100,100,0.99009900990099,0.73174504950495
2024-07-17,100,128,"balanced",NA,100,1,100,100,0.99009900990099,0.737623762376238
2024-07-17,100,256,"balanced",NA,100,1,100,100,0.99009900990099,0.734258972772277
2024-07-17,100,512,"balanced",NA,100,1,100,100,0.99009900990099,0.737488397277228
2024-07-17,100,2,"thomper",NA,100,1,100,100,0,0.99009900990099
2024-07-17,100,4,"thomper",NA,100,1,100,100,0,0.98019801980198
2024-07-17,100,8,"thomper",NA,100,1,100,100,0,0.976485148514851
2024-07-17,100,16,"thomper",NA,100,1,100,100,0,0.976485148514851
2024-07-17,100,32,"thomper",NA,100,1,100,100,0,0.977722772277228
2024-07-17,100,64,"thomper",NA,100,1,100,100,0,0.979115099009901
2024-07-17,100,128,"thomper",NA,100,1,100,100,0,0.979733910891089
2024-07-17,100,256,"thomper",NA,100,1,100,100,0,0.980043316831683
2024-07-17,100,512,"thomper",NA,100,1,100,100,0,0.979907951732673
2024-07-17,100,2,"DTL",0,100,1,100,100,0,0.777227722772277
2024-07-17,100,4,"DTL",0,100,1,100,100,0,0.75990099009901
2024-07-17,100,8,"DTL",0,100,1,100,100,0.0495049504950495,0.761138613861386
2024-07-17,100,16,"DTL",0,100,1,100,100,0.415841584158416,0.777227722772277
2024-07-17,100,32,"DTL",0,100,1,100,100,0.841584158415842,0.784962871287129
2024-07-17,100,64,"DTL",0,100,1,100,100,0.99009900990099,0.801361386138614
2024-07-17,100,128,"DTL",0,100,1,100,100,0.99009900990099,0.826191212871287
2024-07-17,100,256,"DTL",0,100,1,100,100,0.99009900990099,0.85102103960396
2024-07-17,100,512,"DTL",0,100,1,100,100,0.99009900990099,0.875348081683168
2024-07-17,100,2,"DTL",2,100,1,100,100,0,0.732673267326733
2024-07-17,100,4,"DTL",2,100,1,100,100,0,0.75
2024-07-17,100,8,"DTL",2,100,1,100,100,0.0495049504950495,0.762376237623762
2024-07-17,100,16,"DTL",2,100,1,100,100,0.346534653465347,0.756188118811881
2024-07-17,100,32,"DTL",2,100,1,100,100,0.861386138613861,0.784344059405941
2024-07-17,100,64,"DTL",2,100,1,100,100,0.98019801980198,0.808477722772277
2024-07-17,100,128,"DTL",2,100,1,100,100,0.99009900990099,0.828202351485148
2024-07-17,100,256,"DTL",2,100,1,100,100,0.99009900990099,0.85310952970297
2024-07-17,100,512,"DTL",2,100,1,100,100,0.99009900990099,0.877629950495049
2024-07-17,100,2,"DTL",6,100,1,100,100,0,0.742574257425743
2024-07-17,100,4,"DTL",6,100,1,100,100,0,0.727722772277228
2024-07-17,100,8,"DTL",6,100,1,100,100,0.0594059405940594,0.745049504950495
2024-07-17,100,16,"DTL",6,100,1,100,100,0.336633663366337,0.751237623762376
2024-07-17,100,32,"DTL",6,100,1,100,100,0.861386138613861,0.775680693069307
2024-07-17,100,64,"DTL",6,100,1,100,100,0.98019801980198,0.795946782178218
2024-07-17,100,128,"DTL",6,100,1,100,100,0.99009900990099,0.825262995049505
2024-07-17,100,256,"DTL",6,100,1,100,100,0.99009900990099,0.850866336633663
2024-07-17,100,512,"DTL",6,100,1,100,100,0.99009900990099,0.877784653465346
2024-07-17,100,2,"DBCD",0,100,1,100,100,0,0.737623762376238
2024-07-17,100,4,"DBCD",0,100,1,100,100,0,0.712871287128713
2024-07-17,100,8,"DBCD",0,100,1,100,100,0.0099009900990099,0.79950495049505
2024-07-17,100,16,"DBCD",0,100,1,100,100,0.445544554455445,0.856435643564356
2024-07-17,100,32,"DBCD",0,100,1,100,100,0.702970297029703,0.904084158415842
2024-07-17,100,64,"DBCD",0,100,1,100,100,0.95049504950495,0.932240099009901
2024-07-17,100,128,"DBCD",0,100,1,100,100,0.99009900990099,0.950417698019802
2024-07-17,100,256,"DBCD",0,100,1,100,100,0.98019801980198,0.959661200495049
2024-07-17,100,512,"DBCD",0,100,1,100,100,0.99009900990099,0.965172493811881
2024-07-17,100,2,"DBCD",2,100,1,100,100,0,0.737623762376238
2024-07-17,100,4,"DBCD",2,100,1,100,100,0,0.75990099009901
2024-07-17,100,8,"DBCD",2,100,1,100,100,0,0.844059405940594
2024-07-17,100,16,"DBCD",2,100,1,100,100,0.257425742574258,0.894183168316832
2024-07-17,100,32,"DBCD",2,100,1,100,100,0.425742574257426,0.926670792079208
2024-07-17,100,64,"DBCD",2,100,1,100,100,0.811881188118812,0.947710396039604
2024-07-17,100,128,"DBCD",2,100,1,100,100,0.960396039603961,0.958694306930693
2024-07-17,100,256,"DBCD",2,100,1,100,100,0.99009900990099,0.963567450495049
2024-07-17,100,512,"DBCD",2,100,1,100,100,0.99009900990099,0.966951577970297
2024-07-17,100,2,"DBCD",4,100,1,100,100,0,0.732673267326733
2024-07-17,100,4,"DBCD",4,100,1,100,100,0,0.74009900990099
2024-07-17,100,8,"DBCD",4,100,1,100,100,0,0.836633663366337
2024-07-17,100,16,"DBCD",4,100,1,100,100,0.207920792079208,0.902846534653465
2024-07-17,100,32,"DBCD",4,100,1,100,100,0.306930693069307,0.932549504950495
2024-07-17,100,64,"DBCD",4,100,1,100,100,0.881188118811881,0.951887376237624
2024-07-17,100,128,"DBCD",4,100,1,100,100,0.95049504950495,0.960009282178218
2024-07-17,100,256,"DBCD",4,100,1,100,100,0.99009900990099,0.965501237623762
2024-07-17,100,512,"DBCD",4,100,1,100,100,0.99009900990099,0.968285891089109
2024-07-17,100,2,"tw",1/2,100,1,100,100,0,0.985148514851485
2024-07-17,100,4,"tw",1/2,100,1,100,100,0,0.985148514851485
2024-07-17,100,8,"tw",1/2,100,1,100,100,0,0.983910891089109
2024-07-17,100,16,"tw",1/2,100,1,100,100,0,0.982054455445544
2024-07-17,100,32,"tw",1/2,100,1,100,100,0,0.982054455445545
2024-07-17,100,64,"tw",1/2,100,1,100,100,0,0.981280940594059
2024-07-17,100,128,"tw",1/2,100,1,100,100,0,0.981358292079208
2024-07-17,100,256,"tw",1/2,100,1,100,100,0,0.981629022277228
2024-07-17,100,512,"tw",1/2,100,1,100,100,0,0.981300278465347
2024-07-17,100,2,"balanced",NA,100,1,100,1,0,0.98019801980198
2024-07-17,100,4,"balanced",NA,100,1,100,1,0,0.98019801980198
2024-07-17,100,8,"balanced",NA,100,1,100,1,0,0.981435643564356
2024-07-17,100,16,"balanced",NA,100,1,100,1,0,0.978960396039604
2024-07-17,100,32,"balanced",NA,100,1,100,1,0,0.979888613861386
2024-07-17,100,64,"balanced",NA,100,1,100,1,0,0.980816831683168
2024-07-17,100,128,"balanced",NA,100,1,100,1,0,0.980894183168317
2024-07-17,100,256,"balanced",NA,100,1,100,1,0.0099009900990099,0.980081992574257
2024-07-17,100,512,"balanced",NA,100,1,100,1,0.138613861386139,0.979985303217822
2024-07-17,100,2,"thomper",NA,100,1,100,1,0,0.975247524752475
2024-07-17,100,4,"thomper",NA,100,1,100,1,0,0.977722772277228
2024-07-17,100,8,"thomper",NA,100,1,100,1,0,0.98019801980198
2024-07-17,100,16,"thomper",NA,100,1,100,1,0,0.981435643564356
2024-07-17,100,32,"thomper",NA,100,1,100,1,0,0.979579207920792
2024-07-17,100,64,"thomper",NA,100,1,100,1,0,0.979888613861386
2024-07-17,100,128,"thomper",NA,100,1,100,1,0.0297029702970297,0.981590346534653
2024-07-17,100,256,"thomper",NA,100,1,100,1,0.099009900990099,0.98101021039604
2024-07-17,100,512,"thomper",NA,100,1,100,1,0.198019801980198,0.981609684405941
2024-07-17,100,2,"DTL",0,100,1,100,1,0,0.97029702970297
2024-07-17,100,4,"DTL",0,100,1,100,1,0,0.975247524752475
2024-07-17,100,8,"DTL",0,100,1,100,1,0,0.976485148514851
2024-07-17,100,16,"DTL",0,100,1,100,1,0,0.980816831683168
2024-07-17,100,32,"DTL",0,100,1,100,1,0,0.982982673267327
2024-07-17,100,64,"DTL",0,100,1,100,1,0,0.981280940594059
2024-07-17,100,128,"DTL",0,100,1,100,1,0.0099009900990099,0.981512995049505
2024-07-17,100,256,"DTL",0,100,1,100,1,0.0495049504950495,0.981126237623762
2024-07-17,100,512,"DTL",0,100,1,100,1,0.148514851485149,0.980971534653465
2024-07-17,100,2,"DTL",2,100,1,100,1,0,0.975247524752475
2024-07-17,100,4,"DTL",2,100,1,100,1,0,0.977722772277228
2024-07-17,100,8,"DTL",2,100,1,100,1,0,0.976485148514851
2024-07-17,100,16,"DTL",2,100,1,100,1,0,0.97710396039604
2024-07-17,100,32,"DTL",2,100,1,100,1,0,0.978960396039604
2024-07-17,100,64,"DTL",2,100,1,100,1,0,0.979424504950495
2024-07-17,100,128,"DTL",2,100,1,100,1,0,0.98019801980198
2024-07-17,100,256,"DTL",2,100,1,100,1,0.0396039603960396,0.979888613861386
2024-07-17,100,512,"DTL",2,100,1,100,1,0.138613861386139,0.98033338490099
2024-07-17,100,2,"DTL",6,100,1,100,1,0,0.98019801980198
2024-07-17,100,4,"DTL",6,100,1,100,1,0,0.98019801980198
2024-07-17,100,8,"DTL",6,100,1,100,1,0,0.981435643564357
2024-07-17,100,16,"DTL",6,100,1,100,1,0,0.978960396039604
2024-07-17,100,32,"DTL",6,100,1,100,1,0,0.978960396039604
2024-07-17,100,64,"DTL",6,100,1,100,1,0,0.979424504950495
2024-07-17,100,128,"DTL",6,100,1,100,1,0.0198019801980198,0.980584777227723
2024-07-17,100,256,"DTL",6,100,1,100,1,0.0297029702970297,0.980816831683168
2024-07-17,100,512,"DTL",6,100,1,100,1,0.0891089108910891,0.980990872524752
2024-07-17,100,2,"DBCD",0,100,1,100,1,0,0.98019801980198
2024-07-17,100,4,"DBCD",0,100,1,100,1,0,0.985148514851485
2024-07-17,100,8,"DBCD",0,100,1,100,1,0,0.985148514851485
2024-07-17,100,16,"DBCD",0,100,1,100,1,0,0.985148514851485
2024-07-17,100,32,"DBCD",0,100,1,100,1,0,0.984839108910891
2024-07-17,100,64,"DBCD",0,100,1,100,1,0,0.982673267326733
2024-07-17,100,128,"DBCD",0,100,1,100,1,0.0396039603960396,0.982054455445545
2024-07-17,100,256,"DBCD",0,100,1,100,1,0.0891089108910891,0.982402537128713
2024-07-17,100,512,"DBCD",0,100,1,100,1,0.178217821782178,0.98282797029703
2024-07-17,100,2,"DBCD",2,100,1,100,1,0,0.97029702970297
2024-07-17,100,4,"DBCD",2,100,1,100,1,0,0.975247524752475
2024-07-17,100,8,"DBCD",2,100,1,100,1,0,0.98019801980198
2024-07-17,100,16,"DBCD",2,100,1,100,1,0,0.978960396039604
2024-07-17,100,32,"DBCD",2,100,1,100,1,0,0.981126237623762
2024-07-17,100,64,"DBCD",2,100,1,100,1,0.0396039603960396,0.982518564356436
2024-07-17,100,128,"DBCD",2,100,1,100,1,0.0594059405940594,0.983060024752475
2024-07-17,100,256,"DBCD",2,100,1,100,1,0.0792079207920792,0.982905321782178
2024-07-17,100,512,"DBCD",2,100,1,100,1,0.148514851485149,0.983775525990099
2024-07-17,100,2,"DBCD",4,100,1,100,1,0,0.985148514851485
2024-07-17,100,4,"DBCD",4,100,1,100,1,0,0.985148514851485
2024-07-17,100,8,"DBCD",4,100,1,100,1,0,0.981435643564357
2024-07-17,100,16,"DBCD",4,100,1,100,1,0,0.981435643564357
2024-07-17,100,32,"DBCD",4,100,1,100,1,0,0.980816831683168
2024-07-17,100,64,"DBCD",4,100,1,100,1,0.0198019801980198,0.980043316831683
2024-07-17,100,128,"DBCD",4,100,1,100,1,0.0594059405940594,0.981048886138614
2024-07-17,100,256,"DBCD",4,100,1,100,1,0.118811881188119,0.981396967821782
2024-07-17,100,512,"DBCD",4,100,1,100,1,0.217821782178218,0.981706373762376
2024-07-17,100,2,"tw",1/2,100,1,100,1,0,0.985148514851485
2024-07-17,100,4,"tw",1/2,100,1,100,1,0,0.977722772277228
2024-07-17,100,8,"tw",1/2,100,1,100,1,0,0.98019801980198
2024-07-17,100,16,"tw",1/2,100,1,100,1,0,0.97710396039604
2024-07-17,100,32,"tw",1/2,100,1,100,1,0,0.97865099009901
2024-07-17,100,64,"tw",1/2,100,1,100,1,0,0.979269801980198
2024-07-17,100,128,"tw",1/2,100,1,100,1,0.0198019801980198,0.981435643564356
2024-07-17,100,256,"tw",1/2,100,1,100,1,0.0396039603960396,0.981706373762376
2024-07-17,100,512,"tw",1/2,100,1,100,1,0.158415841584159,0.982228496287129
2024-07-17,100,2,"balanced",NA,100,1,1,100,0,0.217821782178218
2024-07-17,100,4,"balanced",NA,100,1,1,100,0,0.366336633663366
2024-07-17,100,8,"balanced",NA,100,1,1,100,0.910891089108911,0.435643564356436
2024-07-17,100,16,"balanced",NA,100,1,1,100,0.99009900990099,0.47029702970297
2024-07-17,100,32,"balanced",NA,100,1,1,100,0.99009900990099,0.478032178217822
2024-07-17,100,64,"balanced",NA,100,1,1,100,0.99009900990099,0.485303217821782
2024-07-17,100,128,"balanced",NA,100,1,1,100,0.99009900990099,0.489866955445545
2024-07-17,100,256,"balanced",NA,100,1,1,100,0.99009900990099,0.491413985148515
2024-07-17,100,512,"balanced",NA,100,1,1,100,0.99009900990099,0.493386448019802
